Finnkode,Specifications
330647840,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""92 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 186 kr (avgifter)"", ""Pris eks omreg"": ""48 714 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.05.2008"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""75 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 160 kg"", ""CO2-utslipp"": ""143 g/km"", ""Antall seter"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""TL24969"", ""Chassis nr. (VIN)"": ""VF3GC9HWC8J090997"", ""Maksimal tilhengervekt"": ""1 100 kg""}"
330574015,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""106 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""45 500 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""18.11.2010"", ""Farge"": ""R\u00f8d"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 085 kg"", ""CO2-utslipp"": ""110 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RK24046"", ""Chassis nr. (VIN)"": ""VNKKC96360A255467"", ""Maksimal tilhengervekt"": ""1 050 kg"", ""Sist EU-godkjent"": ""20.12.2023"", ""Neste frist for EU-kontroll"": ""30.06.2024""}"
330550877,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""193 206 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 055 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.05.2010"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 452 kg"", ""CO2-utslipp"": ""109 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Chassis nr. (VIN)"": ""WVWZZZ1KZAM668003"", ""Maksimal tilhengervekt"": ""1 400 kg""}"
330468952,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""219 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""45 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""21.06.2010"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""2-lags metallisk"", ""Interi\u00f8rfarge"": ""M\u00f8rk Gr\u00e5/ Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""99 Hk"", ""Sylindervolum"": ""1,3 l"", ""Vekt"": ""1 250 kg"", ""CO2-utslipp"": ""136 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Chassis nr. (VIN)"": ""SB1KT56EX0E002006"", ""Batterikapasitet"": ""73 kWh"", ""Maksimal tilhengervekt"": ""1 000 kg""}"
330349148,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""104 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""07.06.2011"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""95 Hk"", ""Sylindervolum"": ""1,3 l"", ""Vekt"": ""975 kg"", ""CO2-utslipp"": ""119 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Coupe"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""JV13538"", ""Chassis nr. (VIN)"": ""XMCXNZ33ABF015240"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Sist EU-godkjent"": ""17.08.2023"", ""Neste frist for EU-kontroll"": ""31.08.2025""}"
330288872,"{""Modell\u00e5r"": ""2012"", ""Kilometer"": ""216 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 147 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""19.10.2012"", ""Farge"": ""R\u00f8d"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""111 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 423 kg"", ""CO2-utslipp"": ""117 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RZ35910"", ""Chassis nr. (VIN)"": ""VF30U9HR8CS226848"", ""Maksimal tilhengervekt"": ""1 090 kg"", ""Sist EU-godkjent"": ""30.06.2023""}"
330227733,"{""Modell\u00e5r"": ""2000"", ""Kilometer"": ""352 279 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""02.10.2000"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""197 Hk"", ""Sylindervolum"": ""3,2 l"", ""CO2-utslipp"": ""212 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""vh35192"", ""Sist EU-godkjent"": ""14.08.2023"", ""Neste frist for EU-kontroll"": ""09.08.2025""}"
330011090,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""233 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""48 123 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.07.2009"", ""Farge"": ""Brun"", ""Fargebeskrivelse"": ""Brun metallic"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""95 Hk"", ""Sylindervolum"": ""1,5 l"", ""Vekt"": ""1 320 kg"", ""CO2-utslipp"": ""149 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BR82191"", ""Chassis nr. (VIN)"": ""WDD2452311J509025"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Neste frist for EU-kontroll"": ""31.01.2025""}"
329947574,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""241 100 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 055 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.11.2004"", ""Farge"": ""S\u00f8lv"", ""Interi\u00f8rfarge"": ""Stoff"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""143 Hk"", ""Vekt"": ""1 917 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""5"", ""Str. lasterom"": ""528 l"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""YZ93101"", ""Chassis nr. (VIN)"": ""1J4G6N8714W306682"", ""Maksimal tilhengervekt"": ""2 688 kg""}"
329944689,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""168 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""01.07.2009"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 395 kg"", ""CO2-utslipp"": ""119 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""LJ35617"", ""Chassis nr. (VIN)"": ""WAUZZZ8P8AA007824"", ""Maksimal tilhengervekt"": ""1 400 kg""}"
329935074,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""101 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 186 kr (avgifter)"", ""Pris eks omreg"": ""48 714 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""01.11.2006"", ""Farge"": ""R\u00f8d"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""75 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 341 kg"", ""Antall seter"": ""2"", ""Antall d\u00f8rer"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""DL48316"", ""Chassis nr. (VIN)"": ""WV1ZZZ2KZ7X051986"", ""Maksimal tilhengervekt"": ""1 200 kg""}"
329848001,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""215 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 145 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""15.10.2009"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""Hypnotic Black"", ""Interi\u00f8rfarge"": ""Twill / Ebony"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 576 kg"", ""CO2-utslipp"": ""139 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""HS96304"", ""Chassis nr. (VIN)"": ""WF0GXXGBBG9C68164"", ""Maksimal tilhengervekt"": ""1 200 kg""}"
329406199,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""260 695 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""23.07.2009"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 240 kg"", ""CO2-utslipp"": ""130 g/km"", ""Antall seter"": ""5"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""YE86823"", ""Chassis nr. (VIN)"": ""JTKLC16490J002773"", ""Maksimal tilhengervekt"": ""800 kg""}"
329012826,"{""Modell\u00e5r"": ""2012"", ""Kilometer"": ""149 800 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""2 961 kr (avgifter)"", ""Pris eks omreg"": ""47 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""12.12.2012"", ""Farge"": ""Brun"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""84 Hk"", ""Sylindervolum"": ""1,2 l"", ""Vekt"": ""1 029 kg"", ""CO2-utslipp"": ""109 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""JV16982"", ""Chassis nr. (VIN)"": ""KNADN511AC6781407"", ""Maksimal tilhengervekt"": ""900 kg""}"
328902219,"{""Modell\u00e5r"": ""2012"", ""Kilometer"": ""140 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 750 kr (avgifter)"", ""Pris eks omreg"": ""43 500 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""16.02.2012"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 572 kg"", ""CO2-utslipp"": ""138 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""HB74155"", ""Chassis nr. (VIN)"": ""JMZCWA9Y600127232"", ""Maksimal tilhengervekt"": ""1 200 kg"", ""Neste frist for EU-kontroll"": ""16.03.2024""}"
328667870,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""273 100 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""48 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""06.12.2007"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""185 Hk"", ""Sylindervolum"": ""2,9 l"", ""Vekt"": ""2 115 kg"", ""CO2-utslipp"": ""237 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Annet"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL78713"", ""Chassis nr. (VIN)"": ""KNEMB754376119488"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Neste frist for EU-kontroll"": ""23.02.2025""}"
328501205,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""195 139 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,6 l"", ""CO2-utslipp"": ""119 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AE29536""}"
328471082,"{""Modell\u00e5r"": ""2016"", ""Kilometer"": ""127 166 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 422 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""21.04.2016"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""75 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 309 kg"", ""CO2-utslipp"": ""112 g/km"", ""Antall seter"": ""3"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""DP93455"", ""Chassis nr. (VIN)"": ""VF77BBHW6FJ866009"", ""Maksimal tilhengervekt"": ""1 250 kg"", ""Neste frist for EU-kontroll"": ""19.06.2024""}"
328451254,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""101 300 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""3 074 kr (avgifter)"", ""Pris eks omreg"": ""45 926 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""31.03.2014"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""68 Hk"", ""Sylindervolum"": ""1 l"", ""Vekt"": ""805 kg"", ""CO2-utslipp"": ""99 g/km"", ""Antall seter"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RK74471"", ""Chassis nr. (VIN)"": ""VF7PNCFB4CR535207""}"
328083502,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""140 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""47 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""23.05.2008"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""114 Hk"", ""Sylindervolum"": ""1,6 l"", ""CO2-utslipp"": ""159 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Flerbruksbil"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU62354"", ""Sist EU-godkjent"": ""10.11.2023"", ""Neste frist for EU-kontroll"": ""01.11.2025""}"
327910312,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""235 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 186 kr (avgifter)"", ""Pris eks omreg"": ""44 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""01.09.2011"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""120 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 870 kg"", ""CO2-utslipp"": ""200 g/km"", ""Antall seter"": ""3"", ""Karosseri"": ""Kasse"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""CF60538"", ""Chassis nr. (VIN)"": ""ZFA27000064299177"", ""Maksimal tilhengervekt"": ""1 968 kg"", ""Neste frist for EU-kontroll"": ""01.09.2025""}"
327824499,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""248 525 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 147 kr (avgifter)"", ""Pris eks omreg"": ""42 852 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""29.05.2013"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""95 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 344 kg"", ""CO2-utslipp"": ""109 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AY21520"", ""Chassis nr. (VIN)"": ""WF0LXXGCBLDB56469"", ""Maksimal tilhengervekt"": ""1 200 kg"", ""Neste frist for EU-kontroll"": ""31.10.2023""}"
327814030,"{""Modell\u00e5r"": ""1985"", ""Kilometer"": ""112 800 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""25.10.1985"", ""Farge"": ""Brun"", ""Interi\u00f8rfarge"": ""Beige stoff"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""136 Hk"", ""Sylindervolum"": ""2,3 l"", ""Vekt"": ""1 300 kg"", ""CO2-utslipp"": ""223 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BC61801"", ""Chassis nr. (VIN)"": ""WDB1240231A004959"", ""Maksimal tilhengervekt"": ""1 300 kg""}"
318959558,"{""Modell\u00e5r"": ""1973"", ""Kilometer"": ""45 808 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""02.06.2023"", ""Farge"": ""R\u00f8d"", ""Fargebeskrivelse"": ""Vognkortet sier hvit men bilen er r\u00f8d"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""37 Hk"", ""Sylindervolum"": ""1 l"", ""Vekt"": ""630 kg"", ""Antall seter"": ""2"", ""Karosseri"": ""Kasse"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""LS16501"", ""Chassis nr. (VIN)"": ""000000XAV1659463A"", ""Maksimal tilhengervekt"": ""305 kg""}"
326788764,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""175 800 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 154 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""18.07.2005"", ""Farge"": ""S\u00f8lv"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 280 kg"", ""CO2-utslipp"": ""181 g/km"", ""Antall seter"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PP58973"", ""Chassis nr. (VIN)"": ""WBAUF11070PT61623"", ""Maksimal tilhengervekt"": ""1 200 kg""}"
326730118,"{""Modell\u00e5r"": ""1986"", ""Kilometer"": ""48 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""15.11.2013"", ""Farge"": ""Bl\u00e5"", ""Interi\u00f8rfarge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Sylindervolum"": ""1,3 l"", ""Vekt"": ""805 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 3-d\u00f8rs"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RF56436"", ""Chassis nr. (VIN)"": ""JHMAAG5320S200876"", ""Maksimal tilhengervekt"": ""700 kg"", ""Sist EU-godkjent"": ""22.08.2023"", ""Neste frist for EU-kontroll"": ""22.08.2025""}"
326660276,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""116 759 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 186 kr (avgifter)"", ""Pris eks omreg"": ""48 500 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""24.06.2008"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Hvit"", ""Interi\u00f8rfarge"": ""lys bl\u00e5"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,6 l"", ""CO2-utslipp"": ""153 g/km"", ""Antall seter"": ""2"", ""Karosseri"": ""Kasse"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""SD43817"", ""Maksimal tilhengervekt"": ""1 100 kg"", ""Sist EU-godkjent"": ""23.08.2022"", ""Neste frist for EU-kontroll"": ""15.09.2024""}"
325440733,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""141 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""48 123 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.02.2012"", ""Farge"": ""Svart"", ""Interi\u00f8rfarge"": ""Sort Delskinn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""120 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 065 kg"", ""CO2-utslipp"": ""129 g/km"", ""Antall seter"": ""4"", ""Karosseri"": ""Kombi 3-d\u00f8rs"", ""Antall d\u00f8rer"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BS40182"", ""Chassis nr. (VIN)"": ""WMWMF31010TS92401"", ""Maksimal tilhengervekt"": ""750 kg"", ""Neste frist for EU-kontroll"": ""28.02.2024""}"
